"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits","Primary Source","Zip Code","City Name"
"LA1079011","TOWN OF GLENMORA WATER SYSTEM","Region 6","Louisiana","Community water system","1,624","-","Rapides Parish","11","13","16","Ground water","71433","GLENMORA"
"LA2075002","WOODLAND INDUSTRIAL PARK WATER SYSTEM","Region 6","Louisiana","Non-Transient non-community system","200","-","Plaquemines Parish","2","0","4","Surface water purchased","70037","BELLE CHASSE"
"LA1119024","SALT WORKS WATER SYSTEM","Region 6","Louisiana","Community water system","600","-","Webster Parish","5","21","10","Ground water","71073","SIBLEY"
"LA1017091","STONEGATE MANUFACTURED HOME COMMUNITY","Region 6","Louisiana","Community water system","491","-","Caddo Parish","2","0","2","Surface water purchased","71119","SHREVEPORT"
"LA1017092","PINECREST MOBILE HOME VILLAGE","Region 6","Louisiana","Community water system","759","-","Caddo Parish","2","0","2","Surface water purchased","71119","SHREVEPORT"
"LA1067014","OAK RIDGE WATER SYSTEM","Region 6","Louisiana","Community water system","417","-","Morehouse Parish","10","2","21","Ground water","71264","OAK RIDGE"
"LA1105027","TICKFAW WATER SYSTEM","Region 6","Louisiana","Community water system","909","-","Tangipahoa Parish","12","8","9","Ground water","70466","TICKFAW"
"LA1061024","CULBERTSON WATER SYSTEM","Region 6","Louisiana","Community water system","3,300","-","Lincoln Parish","13","29","20","Ground water","71227","CHOUDRANT"
"LA1029005","TOWN OF FERRIDAY WATER SYSTEM","Region 6","Louisiana","Community water system","4,193","-","Concordia Parish","16","174","35","Ground water","71334","FERRIDAY"
"LA1043001","ZONE 2 WATER SYSTEM  INC","Region 6","Louisiana","Community water system","1,239","-","Grant Parish","14","16","11","Ground water","71417","COLFAX"
"LA1021002","COLUMBIA WATER SYSTEM","Region 6","Louisiana","Community water system","912","-","Caldwell Parish","15","7","24","Ground water","71418","COLUMBIA"
"LA1059002","LASALLE WATERWORKS DISTRICT 1","Region 6","Louisiana","Community water system","2,925","-","La Salle Parish","14","9","17","Ground water","71371","TROUT"
"LA1025011","MAITLAND WATER WORKS DISTRICT","Region 6","Louisiana","Community water system","750","-","Catahoula Parish","11","8","15","Ground water","71326","CLAYTON"
"LA1123005","NEW CARROLL WATER SYSTEM","Region 6","Louisiana","Community water system","3,618","-","West Carroll Parish","8","26","36","Ground water","71253","KILBOURNE"
"LA2113276","LA MAISON DES CHENES WATER SYSTEM","Region 6","Louisiana","Transient non-community system","40","-","Vermilion Parish","6","19","16","Ground water","70542","GUEYDAN"
"LA2045068","LAKE FAUSSE POINTE PARK WATER SYSTEM","Region 6","Louisiana","Transient non-community system","106","-","Iberia Parish","6","7","14","Ground water","70582","ST. MARTINVILLE"
"LA1061008","HICO WATER SYSTEM","Region 6","Louisiana","Community water system","1,530","-","Lincoln Parish","15","44","19","Ground water","71235","DUBACH"
"LA2105066","SOUTHEAST BAPTIST ASSEMBLY","Region 6","Louisiana","Transient non-community system","150","-","Tangipahoa Parish","7","8","6","Ground water","70446","LORANGER"
"LA2103477","PETRO GUARDIAN LLC","Region 6","Louisiana","Non-Transient non-community system","50","-","St. Tammany Parish","4","3","3","Ground water","70445","LACOMBE"
"LA2005266","SPROUT LEARNING CENTER LLC","Region 6","Louisiana","Non-Transient non-community system","25","-","Ascension Parish","4","2","12","Ground water","70737","GONZALES"
"LA2019070","TEXAS PELICAN COMPLEX","Region 6","Louisiana","Transient non-community system","200","-","Calcasieu Parish","7","5","8","Ground water","70508","LAFAYETTE"
"LA2033041","UOP, LLC","Region 6","Louisiana","Non-Transient non-community system","94","-","East Baton Rouge Parish","6","17","8","Ground water","70805","BATON ROUGE"
"LA1119030","THOMASVILLE WATER SYSTEM","Region 6","Louisiana","Community water system","327","-","Webster Parish","6","2","13","Ground water","71071","SAREPTA"
"LA1103143","INDIAN HILLS TRAILER PARK","Region 6","Louisiana","Community water system","100","-","St. Tammany Parish","7","22","11","Ground water","70460","SLIDELL"
"LA2077010","BIG CAJUN II POWER PLANT","Region 6","Louisiana","Non-Transient non-community system","300","-","Pointe Coupee Parish","11","2","12","Ground water","70783","VENTRESS"
"LA2005256","AIR LIQUIDE GEISMAR UTILITY SERVICES","Region 6","Louisiana","Non-Transient non-community system","500","-","Ascension Parish","5","7","11","Ground water","70734","GEISMAR"
"LA2019157","FAMILY DOLLAR 5483 WATER SYSTEM","Region 6","Louisiana","Transient non-community system","25","-","Calcasieu Parish","4","20","8","Ground water","70601","LAKE CHARLES"
"LA2099078","UNCLE DICK DAVIS RV PARK WATER SYSTEM","Region 6","Louisiana","Transient non-community system","25","-","St. Martin Parish","5","3","12","Ground water","70582","ST MARTINVILLE"
"LA1099029","ST MARTIN INDUSTRIAL PARK WATER SYSTEM","Region 6","Louisiana","Community water system","150","-","St. Martin Parish","14","30","55","Ground water","70582","ST MARTINVILLE"
"LA1099004","ST MARTIN WATER DISTRICT 4 - CATAHOULA","Region 6","Louisiana","Community water system","3,000","-","St. Martin Parish","12","36","51","Ground water purchased","70582","ST MARTINVILLE"
"LA1099028","ST MARTIN WATER WORKS DISTRICT 3 - CADE","Region 6","Louisiana","Community water system","2,715","-","St. Martin Parish","7","14","30","Ground water","70582","ST MARTINVILLE"
"LA1031008","LOGANSPORT WATER SYSTEM","Region 6","Louisiana","Community water system","1,555","-","De Soto Parish","9","21","26","Surface water","71049","LOGANSPORT"
"LA1041007","WISNER WATER SYSTEM","Region 6","Louisiana","Community water system","1,476","-","Franklin Parish","12","16","18","Ground water","71378","WISNER"
"LA1115117","EAST CENTRAL VERNON WATER SYSTEM","Region 6","Louisiana","Community water system","6,144","-","Vernon Parish","17","0","12","Ground water","71475","SLAGLE"
"LA2091030","CAL MAINE FOODS, INC","Region 6","Louisiana","Non-Transient non-community system","57","-","St. Helena Parish","5","8","7","Ground water","70453","PINE GROVE"
"LA2103431","FORD LINCOLN MERCURY OF SLIDELL","Region 6","Louisiana","Transient non-community system","80","-","St. Tammany Parish","4","0","5","Ground water","70461","SLIDELL"
"LA1105028","WESTVIEW WATER WORKS","Region 6","Louisiana","Community water system","1,400","-","Tangipahoa Parish","8","14","11","Ground water","70422","AMITE"
"LA1061005","GRAMBLING STATE UNIVERSITY WS","Region 6","Louisiana","Community water system","6,000","-","Lincoln Parish","14","35","33","Ground water","71245","GRAMBLING"
"LA1061016","GRAMBLING STATE UNIV WEST","Region 6","Louisiana","Community water system","111","-","Lincoln Parish","7","21","24","Ground water","71245","GRAMBLING"
"LA1017066","SHERWOOD APARTMENTS WATER SYSTEM","Region 6","Louisiana","Community water system","50","-","Caddo Parish","5","15","9","Ground water","71032","GRAND CANE"
"LA1115001","VILLAGE OF ANACOCO","Region 6","Louisiana","Community water system","1,506","-","Vernon Parish","12","3","11","Ground water","71403","ANACOCO"
"LA1093002","GRAMERCY WATERWORKS","Region 6","Louisiana","Community water system","3,613","-","St. James Parish","10","64","31","Surface water","70052","GRAMERCY"
"LA1019116","CALCASIEU PARISH WW DIST 9 CARLYSS","Region 6","Louisiana","Community water system","13,500","-","Calcasieu Parish","9","11","19","Ground water","70664","SULPHUR"
"LA1019042","CALCASIEU WW #14 WARD 5","Region 6","Louisiana","Community water system","3,114","-","Calcasieu Parish","18","16","13","Ground water","70661","STARKS"
"LA1003001","ALLEN PARISH WW DISTRICT NO 1","Region 6","Louisiana","Community water system","1,236","-","Allen Parish","8","21","11","Ground water","71463","OAKDALE"
"LA1015036","PEACEFUL PINES MHP WATER SYSTEM","Region 6","Louisiana","Community water system","135","-","Bossier Parish","8","45","20","Ground water","71107","SHREVEPORT"
"LA2019125","NIBBLETTS BLUFF PARK WATER SYSTEM","Region 6","Louisiana","Transient non-community system","171","-","Calcasieu Parish","4","3","10","Ground water","70668","VINTON"
"LA1103181","ST TAM PARISH -NORTHRIDGE ESTATES","Region 6","Louisiana","Community water system","897","-","St. Tammany Parish","8","1","9","Ground water","70433","COVINGTON"
"LA1103180","ST TAM PARISH - RIVER OAKS","Region 6","Louisiana","Community water system","237","-","St. Tammany Parish","4","0","10","Ground water","70433","COVINGTON"
"LA1103173","ST TAM PARISH - ABITA LAKES","Region 6","Louisiana","Community water system","495","-","St. Tammany Parish","6","0","10","Ground water","70433","COVINGTON"
"LA1103191","ST TAM PARISH-BEDICO CREEK","Region 6","Louisiana","Community water system","1,983","-","St. Tammany Parish","12","0","9","Ground water","70433","COVINGTON"
"LA1103199","ST TAM PARISH - TAMANEND","Region 6","Louisiana","Community water system","125","-","St. Tammany Parish","6","0","2","Ground water","70433","COVINGTON"
"LA1103053","ST TAM PARISH - CROSS GATES SD","Region 6","Louisiana","Community water system","9,600","-","St. Tammany Parish","12","14","11","Ground water","70433","COVINGTON"
"LA1103128","ST TAM PARISH - LAKE HILLS VILLAGE","Region 6","Louisiana","Community water system","88","-","St. Tammany Parish","4","7","9","Ground water","70433","COVINGTON"
"LA1103184","ST TAM PARISH SALVATION MANOR ST JOE","Region 6","Louisiana","Community water system","296","-","St. Tammany Parish","4","0","6","Ground water","70433","COVINGTON"
"LA2103501","ST TAM PARISH - CAMP SALMEN","Region 6","Louisiana","Transient non-community system","50","-","St. Tammany Parish","3","4","3","Ground water","70433","COVINGTON"
"LA1103105","ST TAM PARISH- BEN THOMAS RD","Region 6","Louisiana","Community water system","220","-","St. Tammany Parish","4","6","8","Ground water","70433","COVINGTON"
"LA2103476","ST TAM PARISH - MEDCATH (LA HEART)","Region 6","Louisiana","Non-Transient non-community system","1,001","-","St. Tammany Parish","5","1","4","Ground water","70433","COVINGTON"
"LA1103039","ST TAM PARISH -  NORTHLAKE BEHAVIORAL","Region 6","Louisiana","Community water system","480","-","St. Tammany Parish","6","17","11","Ground water","70433","COVINGTON"
"LA1103145","ST TAM PARISH - ALTON","Region 6","Louisiana","Community water system","499","-","St. Tammany Parish","4","10","9","Ground water","70433","COVINGTON"
"LA1103146","ST TAM PARISH - MEADOWLAKE SUBDIVISION","Region 6","Louisiana","Community water system","1,197","-","St. Tammany Parish","5","8","9","Ground water","70433","COVINGTON"
"LA1103147","ST TAM PARISH-MADISONVILLE WOODS","Region 6","Louisiana","Community water system","87","-","St. Tammany Parish","6","2","8","Ground water","70433","COVINGTON"
"LA1103149","ST TAM PARISH-FAUBOURG-COQUILLE","Region 6","Louisiana","Community water system","8,131","-","St. Tammany Parish","20","4","13","Ground water","70433","COVINGTON"
"LA1103154","ST TAM PARISH -  ST GERTRUDE","Region 6","Louisiana","Community water system","72","-","St. Tammany Parish","5","1","7","Ground water","70433","COVINGTON"
"LA1103079","ST TAM PARISH - BRIARWOOD TERRACE","Region 6","Louisiana","Community water system","15,369","-","St. Tammany Parish","21","12","10","Ground water","70433","COVINGTON"
"LA1103093","ST TAM PARISH PINELAND PARK SUBD","Region 6","Louisiana","Community water system","1,977","-","St. Tammany Parish","10","3","14","Ground water","70433","COVINGTON"
"LA1119027","SIBLEY WATER SYSTEM","Region 6","Louisiana","Community water system","1,087","-","Webster Parish","14","13","14","Ground water","71073","SIBLEY"
"LA1105042","TANGI MOBILE HOME PARK","Region 6","Louisiana","Community water system","540","-","Tangipahoa Parish","8","8","9","Ground water","70443","INDEPENDENCE"
"LA1105088","HIGHWAY 51 MHP","Region 6","Louisiana","Community water system","60","-","Tangipahoa Parish","4","5","9","Ground water","70443","INDEPENDENCE"
"LA1105067","ST CHARLES MOBILE HOME PARK","Region 6","Louisiana","Community water system","175","-","Tangipahoa Parish","7","11","8","Ground water","70443","INDEPENDENCE"
"LA1063119","CARTER PLANTATION","Region 6","Louisiana","Community water system","472","-","Livingston Parish","4","3","9","Ground water","70462","SPRINGFIELD"
"LA1055123","YOUNGS COMMUNITY LLC. WATER SYSTEM","Region 6","Louisiana","Community water system","135","-","Lafayette Parish","5","16","26","Ground water","77587","SOUTH HOUSTON"
"LA2017028","CAMP BETHANY WATER SYSTEM","Region 6","Louisiana","Transient non-community system","999","-","Caddo Parish","8","0","6","Ground water","71007","BETHANY"
"LA1055026","CITY OF SCOTT WATER SYSTEM","Region 6","Louisiana","Community water system","9,393","-","Lafayette Parish","9","8","9","Ground water purchased","70583","SCOTT"
"LA1081012","FAIRVIEW UNION WATER SYSTEM","Region 6","Louisiana","Community water system","2,205","-","Red River Parish","9","133","29","Surface water","71019","COUSHATTA"
"LA1055169","TESI WINDY MEADOWS","Region 6","Louisiana","Community water system","549","-","Lafayette Parish","6","8","32","Ground water","70898-4059","BATON ROUGE"
"LA1055043","TESI FOX RUN","Region 6","Louisiana","Community water system","186","-","Lafayette Parish","4","6","6","Ground water purchased","70898-4059","BATON ROUGE"
"LA1063098","TESI LAKESIDE EAST","Region 6","Louisiana","Community water system","324","-","Livingston Parish","2","2","5","Ground water purchased","70898-4059","BATON ROUGE"
"LA1019091","TESI LAKE STREET","Region 6","Louisiana","Community water system","651","-","Calcasieu Parish","6","15","15","Ground water","70898-4059","BATON ROUGE"
"LA1055144","TESI COACH HOUSE MANOR","Region 6","Louisiana","Community water system","306","-","Lafayette Parish","6","7","9","Ground water purchased","70898-4059","BATON ROUGE"
"LA1055147","TESI LEXINGTON HEIGHTS","Region 6","Louisiana","Community water system","192","-","Lafayette Parish","5","11","22","Ground water","70898-4059","BATON ROUGE"
"LA1055148","TESI TREWHILL","Region 6","Louisiana","Community water system","195","-","Lafayette Parish","5","20","8","Ground water purchased","70898-4059","BATON ROUGE"
"LA1103122","TESI RIGOLETS ESTATES","Region 6","Louisiana","Community water system","273","-","St. Tammany Parish","4","28","15","Ground water","70898-4059","BATON ROUGE"
"LA1103129","TESI CHERRYWOOD","Region 6","Louisiana","Community water system","306","-","St. Tammany Parish","4","1","9","Ground water","70898-4059","BATON ROUGE"
"LA1055128","TESI SOUTHFIELD SQUARE","Region 6","Louisiana","Community water system","270","-","Lafayette Parish","5","9","23","Ground water","70898-4059","BATON ROUGE"
"LA1055131","TESI COTE GELEE","Region 6","Louisiana","Community water system","196","-","Lafayette Parish","5","8","28","Ground water","70898-4059","BATON ROUGE"
"LA1045037","TESI PORT EAST","Region 6","Louisiana","Community water system","45","-","Iberia Parish","5","8","21","Ground water","70898-4059","BATON ROUGE"
"LA1055164","TESI BEAU PARTERRE","Region 6","Louisiana","Community water system","399","-","Lafayette Parish","7","8","9","Ground water purchased","70898-4059","BATON ROUGE"
"LA1055155","TESI SHENANDOAH","Region 6","Louisiana","Community water system","393","-","Lafayette Parish","6","9","25","Ground water purchased","70898-4059","BATON ROUGE"
"LA1063087","TESI HIGHLAND RIDGE","Region 6","Louisiana","Community water system","80","-","Livingston Parish","4","6","11","Ground water","70898-4059","BATON ROUGE"
"LA1055140","TESI OSSUN HEIGHTS","Region 6","Louisiana","Community water system","414","-","Lafayette Parish","4","7","10","Ground water purchased","70898-4059","BATON ROUGE"
"LA1055124","TESI COUNTRY LANE","Region 6","Louisiana","Community water system","96","-","Lafayette Parish","5","14","16","Ground water","70898-4059","BATON ROUGE"
"LA1055088","TESI CARENCRO VILLAGE","Region 6","Louisiana","Community water system","297","-","Lafayette Parish","4","8","9","Ground water purchased","70898-4059","BATON ROUGE"
"LA1055101","TESI JACKSON SQUARE","Region 6","Louisiana","Community water system","744","-","Lafayette Parish","5","12","19","Ground water","70898-4059","BATON ROUGE"
"LA1055116","TESI GRANDE STAKES","Region 6","Louisiana","Community water system","255","-","Lafayette Parish","4","8","10","Ground water purchased","70898-4059","BATON ROUGE"
"LA1103144","TESI RIGOLETS HARBOR","Region 6","Louisiana","Community water system","200","-","St. Tammany Parish","4","9","13","Ground water","70898-4059","BATON ROUGE"
"LA1115019","CITY OF LEESVILLE WATER SYSTEM","Region 6","Louisiana","Community water system","7,923","-","Vernon Parish","25","14","18","Ground water","71496","LEESVILLE"
"LA2005232","ORLEANS ROOM","Region 6","Louisiana","Transient non-community system","100","-","Ascension Parish","4","3","10","Ground water","70737","GONZALES"
"LA1037002","DIXON CORRECTIONAL INSTITUTE","Region 6","Louisiana","Community water system","1,700","-","East Feliciana Parish","6","19","16","Ground water","70748","JACKSON,"
"LA1097016","TOWN OF WASHINGTON WATER SYSTEM","Region 6","Louisiana","Community water system","1,701","-","St. Landry Parish","9","15","20","Ground water","70589","WASHINGTON"
"LA2127003","US FORESTRY - GUM SPRINGS","Region 6","Louisiana","Non-Transient non-community system","130","-","Winn Parish","6","7","12","Ground water","71483","WINNFIELD"
